timestamp,V,A,W,Wh
2026-04-09T21:41:42.694442,0.0,0.0,3.010514,0.0
2026-04-09T21:41:42.694442,0.0,0.0,3.010514,3.863158
2026-04-09T21:41:42.742137,0.0,0.0,3.010514,3.863158
2026-04-09T21:41:42.742137,234.5416,0.0,3.010514,3.863158
2026-04-09T21:41:42.742137,234.5416,0.050193,3.010514,3.863158
2026-04-09T21:41:42.789975,234.5416,0.050193,3.010514,3.863158
2026-04-09T21:41:42.789975,234.5416,0.050193,3.010514,3.863158
2026-04-09T21:41:42.789975,234.5416,0.050193,3.010514,3.863158
2026-04-09T21:41:42.813063,234.5416,0.050193,3.010514,3.863158
2026-04-09T21:41:43.113903,234.5416,0.050193,3.010514,3.863158
2026-04-09T21:41:43.113903,235.6539,0.050193,3.010514,3.863158
2026-04-09T21:41:43.113903,235.6539,0.050193,3.010514,3.863158
2026-04-09T21:41:43.460227,235.6539,0.050193,3.010514,3.863492
2026-04-09T21:41:43.460227,235.1772,0.050193,3.010514,3.863492
2026-04-09T21:41:43.853009,235.1772,0.050193,3.010514,3.863492
2026-04-09T21:41:43.853009,235.1772,0.050193,3.010514,3.863827
2026-04-09T21:41:44.251209,235.8128,0.050193,3.010514,3.863827
2026-04-09T21:41:44.251209,235.8128,0.050193,6.021027,3.863827
2026-04-09T21:41:44.251209,235.8128,0.050193,6.021027,3.864496
2026-04-09T21:41:44.646750,235.8128,0.050193,3.010514,3.864496
2026-04-09T21:41:44.646750,235.8128,0.050193,3.010514,3.86483
2026-04-09T21:41:44.646750,235.8128,0.050193,3.010514,3.86483
2026-04-09T21:41:45.044890,235.8128,0.025097,3.010514,3.86483
2026-04-09T21:41:45.045890,235.8128,0.025097,3.010514,3.86483
2026-04-09T21:41:45.045890,235.8128,0.025097,3.010514,3.865165
2026-04-09T21:41:45.084711,235.8128,0.050193,3.010514,3.865165
2026-04-09T21:41:45.085711,235.8128,0.050193,3.010514,3.865165
2026-04-09T21:41:45.476709,235.8128,0.050193,3.010514,3.865499
2026-04-09T21:41:45.476709,235.8128,0.050193,3.010514,3.865499
2026-04-09T21:41:45.867565,235.8128,0.050193,3.010514,3.865499
2026-04-09T21:41:45.867565,235.8128,0.050193,3.010514,3.865834
2026-04-09T21:41:45.867565,235.8128,0.050193,3.010514,3.865834
2026-04-09T21:41:46.262895,235.8128,0.050193,3.010514,3.865834
2026-04-09T21:41:46.262895,235.8128,0.050193,3.010514,3.866168
2026-04-09T21:41:46.662026,235.8128,0.050193,3.010514,3.866168
2026-04-09T21:41:46.663026,235.8128,0.050193,3.010514,3.866168
2026-04-09T21:41:46.663026,235.8128,0.050193,3.010514,3.866503
2026-04-09T21:41:47.070701,235.8128,0.050193,180.6308,3.866503
2026-04-09T21:41:47.071701,235.8128,0.050193,180.6308,3.886573
2026-04-09T21:41:47.460760,232.6348,0.050193,180.6308,3.886573
